systemloanid,loannumber,loanamount,termdays,interest,loan_interval,interest_interval,good_bad_flag,avg_loanamount,avg_paym_span_hrs,avg_active_span_days,avg_interest,max_loannumber,bank_name_clients,age,age_interval,state,customerid
301994252.0,+4,40000.0,Other,8000.0,mas de 10000,mas de 3000,Good,25000.0,6.25,37.5,5437.5,8.0,GT Bank,40.0,36-40,Other,8a858f4156939c3c0156b3061f4d69cf
301982122.0,+4,20000.0,Other,2250.0,mas de 10000,menos de 3000,Good,15000.0,12.25,27.5,3750.0,4.0,Multinational Banks,29.0,26-35,Other,8a858f2656e154de0156e3a87cdc45fb
301981931.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,13.0,12.0,1500.0,1.0,Multinational Banks,38.0,36-40,Lagos,8a858e1d5cd58f9e015ceda4bdb63673
301982960.0,+4,50000.0,30,2500.0,mas de 10000,menos de 3000,Good,29333.33333333333,11.533333333333331,21.133333333333333,3290.0,15.0,GT Bank,40.0,36-40,Other,8a858fb4563228d20156332f55df3106
301996339.0,0-4,20000.0,Other,2250.0,mas de 10000,menos de 3000,Good,10000.0,6.666666666666667,14.333333333333334,1500.0,3.0,Multinational Banks,42.0,41-61,Lagos,8a858fdb5b8094e2015b80b9c05a186f
301991796.0,0-4,10000.0,30,3000.0,10000,3000,Good,8333.333333333334,10.666666666666666,37.0,2500.0,3.0,Multinational Banks,30.0,26-35,Lagos,8a858ee0560bc07701560e3c10544572
301978734.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,11.0,26.0,3000.0,1.0,Multinational Banks,37.0,36-40,Other,8a858f085b494826015b4c9e290c7d30
301968184.0,+4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,15.428571428571429,21.857142857142858,1500.0,8.0,GT Bank,38.0,36-40,Other,8a858ee0560bc07701560d3774b0663c
301991894.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,14.0,13.0,1500.0,1.0,Multinational Banks,157000.0,41-61,Other,8a858f715d18a4cd015d18bdc15a0f9b
301971887.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,19.0,27.5,3000.0,2.0,Multinational Banks,35.0,26-35,Lagos,8a858e345bd96da8015bda16d32d2f3e
301964989.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,8.0,13.0,1500.0,1.0,Multinational Banks,30.0,26-35,Other,8a858fed5cabd3a0015cac23520a3743
301998887.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,8.0,26.0,3000.0,1.0,Multinational Banks,43.0,41-61,Lagos,8a858e0b5cf4883c015cf7f015511f70
301963428.0,+4,40000.0,30,4000.0,mas de 10000,mas de 3000,Good,27222.222222222223,10.666666666666666,27.88888888888889,4077.777777777778,9.0,GT Bank,42.0,41-61,Other,8a858fa154daefc00154de1b445805fa
301998561.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,14000.0,13.2,23.0,3000.0,5.0,Multinational Banks,43.0,41-61,Other,8a858fb95aa3c328015aa41ffd3336d5
301989731.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Bad,14444.444444444443,15.444444444444445,20.55555555555556,3422.222222222222,9.0,Multinational Banks,37.0,36-40,Other,8a858e645654fdc4015655c79af04df0
301973390.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,16000.0,13.2,14.2,1950.0,5.0,GT Bank,35.0,26-35,Other,8a858f405b8a8635015b8a9315041536
301974775.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,21.0,25.0,1500.0,1.0,Multinational Banks,35.0,26-35,Lagos,8a858fa95c695f85015c6dde5682348a
301993205.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,14.0,13.5,3000.0,2.0,Multinational Banks,42.0,41-61,Lagos,8a858fff5a28d297015a2bc47db84f33
301984677.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,11.0,8.0,1500.0,1.0,GT Bank,39.0,36-40,Other,8a858f555cacacdf015cb06242e03e45
301973408.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,15000.0,14.75,20.75,3000.0,4.0,Multinational Banks,34.0,26-35,Other,8a858f565b683b56015b7b6b606e1ec9
301989355.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,14000.0,9.2,28.2,3600.0,5.0,Multinational Banks,42.0,41-61,Lagos,8a858fae5921beeb01592ad3c5c12bc1
301965039.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,14.5,22.5,3000.0,2.0,Multinational Banks,29.0,26-35,Other,8a858e415c20f3f8015c2107ff010c56
301977117.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,0.0,29.0,1500.0,1.0,Multinational Banks,40.0,36-40,Lagos,8a858efa5c646292015c67ef45cb096c
301959285.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,13333.333333333334,11.666666666666666,17.666666666666668,2883.333333333333,6.0,Multinational Banks,40.0,36-40,Lagos,8a858f1955b1c4df0155bc7e4d2773e1
301978321.0,+4,15000.0,Other,1125.0,mas de 10000,menos de 3000,Good,12000.0,20.4,12.6,1500.0,5.0,GT Bank,31.0,26-35,Lagos,8a858e225a28c713015a2ce31a9e0dc8
301983510.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,10.0,26.0,2250.0,2.0,Multinational Banks,47.0,41-61,Other,8a85884e548fad6501549a9435d71e85
301974257.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,23.0,8.0,3000.0,1.0,Multinational Banks,39.0,36-40,Other,8a858e785c8d9167015ca05320ba6830
301973366.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Bad,13333.333333333334,12.0,17.0,3000.0,3.0,Multinational Banks,35.0,26-35,Other,8a858e6a5b814a98015b81925abc298e
301972192.0,+4,10000.0,30,3000.0,10000,3000,Bad,12000.0,8.6,31.2,3000.0,5.0,GT Bank,40.0,36-40,Lagos,8a858ff8582fcb8601583e9ee74e1732
301973197.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,15000.0,11.875,22.625,2543.75,8.0,Multinational Banks,30.0,26-35,Other,8a858e6d58b0cc520158b1844b942e90
301981707.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,10.0,10.0,3000.0,1.0,Multinational Banks,38.0,36-40,Other,8a858f6e5cb16eb9015cb59f4eb9116f
302003197.0,+4,10000.0,30,3000.0,10000,3000,Bad,16666.666666666668,14.166666666666666,26.0,3391.6666666666665,6.0,Multinational Banks,33.0,26-35,Other,8a858eb45876dcc501587dae11f2283e
301998933.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,19.5,35.0,3000.0,2.0,GT Bank,36.0,36-40,Other,8a858fe5569398920156b6f29b764ab6
301991102.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,12500.0,15.0,21.25,3375.0,4.0,Multinational Banks,43.0,41-61,Other,8a858f725b49c0c0015b4d9ae6420318
302003019.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,10.0,19.5,2250.0,2.0,Multinational Banks,34.0,26-35,Other,8a858e875c63d395015c77406c2871b5
301995576.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,11.0,22.5,1500.0,2.0,Multinational Banks,33.0,26-35,Other,8a858f365b2547f3015b284597147c94
301986122.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,15.0,15.0,3000.0,1.0,Multinational Banks,47.0,41-61,Other,8a858eab5cf9c4c8015d034b5561731d
301998317.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,4.0,14.0,1500.0,1.0,GT Bank,42.0,41-61,Other,8a858e0156b782a10156beb5c215582e
301964459.0,0-4,30000.0,30,4500.0,mas de 10000,mas de 3000,Bad,11666.666666666666,15.333333333333334,20.666666666666668,2625.0,3.0,GT Bank,44.0,41-61,Other,8a8589d8548faed501549fb0909d12b2
301973029.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,1.0,32.0,3000.0,1.0,Multinational Banks,47.0,41-61,Lagos,8a858e9e5b1f064e015b1f1aae1f11d1
301972590.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,16818.18181818182,10.545454545454543,20.454545454545453,2913.6363636363635,11.0,Multinational Banks,37.0,36-40,Other,8a858e94580afa79015829ebf4d974d1
301958485.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,14.0,21.0,3000.0,1.0,Multinational Banks,45.0,41-61,Lagos,8a858eda5c8863ff015c889d784b197f
301967345.0,+4,40000.0,30,4000.0,mas de 10000,mas de 3000,Good,23300.0,12.2,16.6,2867.5,11.0,Multinational Banks,43.0,41-61,Other,8a85897353d85af80153db21edaa0bf8
301964905.0,+4,10000.0,30,2250.0,10000,menos de 3000,Bad,12500.0,11.0,29.25,3175.0,5.0,GT Bank,39.0,36-40,Other,8a85896653e2e18b0153ea4c2b00049f
301980717.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,8.0,29.0,3000.0,1.0,GT Bank,31.0,26-35,Lagos,8a858f965c6950da015c7afb7d9f426b
301997552.0,0-4,10000.0,30,2500.0,10000,menos de 3000,Bad,10000.0,7.0,32.5,3000.0,2.0,Multinational Banks,36.0,36-40,Other,8a858e105c1c09c8015c1fd4eb915326
301989657.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,17.0,13.0,1500.0,1.0,Multinational Banks,33.0,26-35,Lagos,8a858e905ce98e8d015ce9cfdf3f2053
301996634.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,9.0,29.0,3000.0,1.0,GT Bank,36.0,36-40,Lagos,8a858e6f5cd5e874015ce59e237864a2
301977053.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,18888.88888888889,13.22222222222222,24.55555555555556,3166.6666666666665,9.0,Multinational Banks,44.0,41-61,Other,8a858e2155defefd0155ed6d112c6b55
301999924.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,16.0,19.0,3000.0,1.0,GT Bank,33.0,26-35,Other,8a858f405d13c45f015d14c5b53c5668
301985106.0,+4,40000.0,30,4000.0,mas de 10000,mas de 3000,Good,26428.571428571428,10.857142857142858,20.785714285714285,3289.285714285714,14.0,Multinational Banks,46.0,41-61,Lagos,8a858e705668e16701567f1523211e5a
301995423.0,+4,30000.0,Other,9000.0,mas de 10000,mas de 3000,Good,19200.0,11.8,28.8,3780.0,5.0,Multinational Banks,34.0,26-35,Other,8a85893d542e18bc01542e37365c120a
301968801.0,+4,50000.0,Other,5000.0,mas de 10000,mas de 3000,Bad,25588.235294117647,14.294117647058824,19.647058823529413,3149.264705882353,17.0,GT Bank,28.0,26-35,Other,8a858f13556665aa01556806aeb3036e
301964867.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,13.0,21.0,3000.0,1.0,Multinational Banks,32.0,26-35,Other,8a858ede5ca210f0015ca2c76bcf492d
301970840.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,15000.0,15.666666666666666,15.666666666666666,3250.0,6.0,Multinational Banks,40.0,36-40,Other,8a858f0e5a6171ba015a6a0391d80c8c
301976218.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,19090.90909090909,11.636363636363637,19.181818181818183,3009.090909090909,11.0,Multinational Banks,40.0,36-40,Other,8a858e35589c0ac00158b03707026295
302002813.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,18.0,12.0,1500.0,1.0,Multinational Banks,39.0,36-40,Other,8a858f515d3c8b43015d3d75e17056ac
301964214.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,19.0,31.0,3000.0,2.0,GT Bank,29.0,26-35,Other,8a858fd75bb62bbe015bc52a13c36f6c
301969694.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,17.5,22.5,3000.0,2.0,Multinational Banks,33.0,26-35,Other,8a858edb5bd936e4015be7b71da27564
301998538.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,10.0,19.0,1500.0,1.0,GT Bank,34.0,26-35,Lagos,8a858fab5cd5e1a7015cdb58471a5314
302001836.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,22.0,28.0,3000.0,1.0,Multinational Banks,43.0,41-61,Lagos,8a858e445cd56553015ce8f61189079c
301990690.0,+4,40000.0,Other,8000.0,mas de 10000,mas de 3000,Good,20909.090909090908,13.272727272727272,33.63636363636363,4409.090909090909,11.0,Multinational Banks,34.0,26-35,Lagos,8a858ea355660956015573132d287253
301967760.0,0-4,10000.0,30,2250.0,10000,menos de 3000,Good,10000.0,15.333333333333334,24.666666666666668,3000.0,3.0,Multinational Banks,34.0,26-35,Other,8a858eb858b1a6d20158bd0786483394
301979272.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,20.0,42.0,3000.0,2.0,GT Bank,30.0,26-35,Lagos,8a858ee25b874ecc015b88b064453ef7
301985687.0,+4,50000.0,30,2500.0,mas de 10000,menos de 3000,Good,29000.0,7.2,32.9,4805.0,10.0,Multinational Banks,46.0,41-61,Other,8a858fd3552c7562015544b88c3a31a3
301993647.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,4.0,29.0,3000.0,1.0,Multinational Banks,34.0,26-35,Other,8a858e625c8d993a015c95e7ced318df
301992268.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,23.0,2.0,1500.0,1.0,GT Bank,36.0,36-40,Other,8a858fc55d5b019b015d5b1a5eb20dec
301978863.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,15.0,24.666666666666668,2500.0,3.0,GT Bank,40.0,36-40,Lagos,8a858fab5b9105dc015ba13ec2a57a0a
301963634.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,7.0,35.0,2250.0,2.0,Multinational Banks,52.0,41-61,Lagos,8a858fcf558237b40155865605853ffb
301986544.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,19.0,29.0,3000.0,2.0,GT Bank,40.0,36-40,Other,8a858ec6560bc09801561cbec2c77a45
301998818.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,8.0,29.0,3000.0,1.0,Multinational Banks,47.0,41-61,Other,8a858e045cd5b1d6015ce403694c1191
301977551.0,+4,15000.0,30,3375.0,mas de 10000,mas de 3000,Good,10000.0,5.8,21.2,1875.0,5.0,Multinational Banks,40.0,36-40,Other,8a858f085a477386015a4b8a0ba90c44
301971321.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,11.0,27.0,3000.0,1.0,GT Bank,53.0,41-61,Other,8a858e685c217d36015c34a57d886783
301987742.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,18333.33333333333,12.333333333333334,32.0,4400.0,6.0,Multinational Banks,41.0,41-61,Other,8a858fa7590af88501592196d3045e65
301996038.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,17.5,25.75,3000.0,4.0,Multinational Banks,34.0,26-35,Other,8a858f075b58beb8015b598406815852
301998665.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,13.5,23.0,3000.0,2.0,GT Bank,34.0,26-35,Other,8a858f055c831d5b015c8494b1046178
301965195.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,10.5,37.5,3000.0,3.0,GT Bank,29.0,26-35,Other,8a858966538deb19015395798cfa3ee0
301985988.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,15.0,29.0,3000.0,1.0,GT Bank,41.0,41-61,Other,8a858f0f5bfd79d2015c008a8cba6830
301964529.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,15000.0,11.333333333333334,15.166666666666666,2166.6666666666665,6.0,Multinational Banks,45.0,41-61,Other,8a858fb65b2020b2015b23c6042023b2
301965877.0,+4,10000.0,30,3000.0,10000,3000,Good,12500.0,18.75,22.5,2625.0,4.0,Multinational Banks,44.0,41-61,Other,8a858eaa5b14b9b2015b14d3a3090d8a
301958876.0,+4,40000.0,Other,8000.0,mas de 10000,mas de 3000,Good,23000.0,12.3,25.6,4960.0,10.0,Multinational Banks,58.0,41-61,Other,8a858e035693e02901569504a7cd4a8f
301964398.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,12.666666666666666,34.333333333333336,3000.0,3.0,Multinational Banks,51.0,41-61,Lagos,8a858fb35a9469ec015a94f9554a5d13
301966209.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,14000.0,13.4,12.4,2250.0,5.0,Multinational Banks,47.0,41-61,Lagos,8a858e885b68546c015b7238f22027ba
301960910.0,+4,50000.0,Other,5000.0,mas de 10000,mas de 3000,Good,26000.0,10.5,22.7,4548.75,10.0,GT Bank,34.0,26-35,Lagos,8a858ec6560bc09801561eed02e71124
301971388.0,+4,30000.0,Other,6000.0,mas de 10000,mas de 3000,Good,26111.11111111111,13.444444444444445,16.333333333333332,3561.1111111111118,9.0,GT Bank,33.0,26-35,Lagos,8a8589b953bc23f70153c19cb08a6c49
301975597.0,+4,25000.0,30,3750.0,mas de 10000,mas de 3000,Good,12142.857142857143,11.714285714285714,7.428571428571429,1685.7142857142858,7.0,Multinational Banks,29.0,26-35,Lagos,8a858fe45a8360a7015a837d5be20d9b
301988897.0,0-4,20000.0,Other,2250.0,mas de 10000,menos de 3000,Good,13333.333333333334,13.333333333333334,16.0,2250.0,3.0,Multinational Banks,44.0,41-61,Other,8a858fa25bd92c20015be332daa35ecf
301989520.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,20000.0,14.714285714285714,14.714285714285714,2771.414285714286,7.0,GT Bank,42.0,41-61,Other,8a858ee75afc09f4015b01127fe924ad
301993702.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,10.5,29.5,3000.0,2.0,GT Bank,42.0,41-61,Lagos,8a858fb85c3b2e0c015c3e568ed50066
301971842.0,+4,30000.0,Other,9000.0,mas de 10000,mas de 3000,Good,23333.33333333333,11.22222222222222,35.888888888888886,5244.444444444444,9.0,GT Bank,32.0,26-35,Lagos,8a858eda552adcc2015559532234110a
301993406.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Bad,10000.0,13.333333333333334,24.666666666666668,2500.0,3.0,Multinational Banks,36.0,36-40,Other,8a858e715bd3fa19015bd8374ee8611d
301974856.0,+4,10000.0,30,3000.0,10000,3000,Good,10000.0,14.4,27.4,2700.0,5.0,Multinational Banks,43.0,41-61,Other,8a858ee25a3bbf82015a3c7908d04c23
301987470.0,+4,15000.0,30,1500.0,mas de 10000,menos de 3000,Good,12777.777777777776,13.88888888888889,20.55555555555556,2375.0,9.0,Multinational Banks,34.0,26-35,Other,8a858fef570f30e501571f79fbe43bc4
301971366.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,20000.0,10.2,21.0,3720.0,5.0,GT Bank,35.0,26-35,Other,8a858e6f5668e01701568d201f3343ca
301968148.0,+4,50000.0,Other,7500.0,mas de 10000,mas de 3000,Good,25000.0,14.25,25.666666666666668,4908.333333333333,12.0,Multinational Banks,41.0,41-61,Lagos,8a858f5154ccbef70154ce770e987173
301967889.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,6.0,28.0,3000.0,2.0,Multinational Banks,38.0,36-40,Other,8a858e5b5bd99460015bdf725e143ff4
301958626.0,+4,40000.0,Other,8000.0,mas de 10000,mas de 3000,Bad,20333.33333333333,12.666666666666666,23.6,3700.0,16.0,Multinational Banks,29.0,26-35,Other,8a8588fd53c244bc0153c72ed1924a60
301977625.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,17000.0,10.5,21.1,2245.0,11.0,GT Bank,34.0,26-35,Other,8a85896653e2e18b0153effd7a871a0e
301973528.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,17.0,19.5,3000.0,2.0,GT Bank,38.0,36-40,Other,8a858ffa55ca72a50155ccf1d5e068d4
301977542.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,8.666666666666666,29.0,3000.0,3.0,GT Bank,37.0,36-40,Lagos,8a858e175b343fe2015b344c1e5b0f48
301979295.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,16.0,33.0,3000.0,2.0,Multinational Banks,34.0,26-35,Other,8a858ed45bc9a645015bcb3187b8543c
301976090.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,13.666666666666666,22.0,2750.0,6.0,Multinational Banks,31.0,26-35,Other,8a858ea4582fcdc801583f1e99c55e55
301966730.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,20000.0,14.846153846153848,23.692307692307693,2578.846153846154,13.0,Multinational Banks,39.0,36-40,Other,8a8588dd54a3ead30154bad3d2962cce
301983151.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,8.333333333333334,13.0,3000.0,3.0,Multinational Banks,34.0,26-35,Lagos,8a858ed55c5f1965015c623223f50a2c
301959038.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,19.0,30.0,3000.0,1.0,GT Bank,36.0,36-40,Lagos,8a858f275c451af5015c4f1c17f8475c
302000320.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,17142.85714285714,10.857142857142858,19.0,2742.8571428571427,7.0,Multinational Banks,37.0,36-40,Lagos,8a858e4b5a94ae68015a9ed1b2e56376
301983018.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,12500.0,12.0,14.75,2250.0,4.0,GT Bank,39.0,36-40,Other,8a858f1e5baffcc9015bb02b505f180d
301992912.0,+4,10000.0,30,3000.0,10000,3000,Bad,10000.0,14.0,21.5,1800.0,10.0,GT Bank,29.0,26-35,Lagos,8a858f8d56e0c3a70157041167c02cf1
301973424.0,+4,20000.0,Other,2250.0,mas de 10000,menos de 3000,Good,14000.0,5.8,21.2,2560.0,5.0,GT Bank,31.0,26-35,Other,8a858fa257d8223c0157e3c2a5e45d82
301998897.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,12.0,23.0,1500.0,1.0,Multinational Banks,27.0,26-35,Other,8a858e225c404292015c4a9957024ee5
301993882.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,10.0,44.5,3000.0,2.0,Multinational Banks,40.0,36-40,Other,8a858f1f586c8fc801586cc4516e1b5c
301981841.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,8.333333333333334,16.666666666666668,3000.0,3.0,GT Bank,43.0,41-61,Lagos,8a858f855bf2f1ad015bf37cd23049a3
302000071.0,+4,10000.0,30,3000.0,10000,3000,Bad,10000.0,14.6,32.8,2700.0,5.0,Multinational Banks,49.0,41-61,Other,8a858f2c59cb2d550159cbfe2d45028d
301966903.0,+4,15000.0,Other,1687.5,mas de 10000,menos de 3000,Bad,10000.0,14.166666666666666,17.666666666666668,1500.0,6.0,GT Bank,52.0,41-61,Other,8a858e0a5a85cfaa015a85f21a5e0bea
301966300.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,10.0,2.0,3000.0,1.0,GT Bank,28.0,26-35,Other,8a858ede5ca210f0015ca65c957e7a59
301977779.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,19.0,22.0,1500.0,1.0,Multinational Banks,27.0,26-35,Other,8a858fa95c695f85015c6ad88de2572d
301960522.0,0-4,20000.0,Other,2250.0,mas de 10000,menos de 3000,Good,10000.0,2.6666666666666665,14.666666666666666,1500.0,3.0,Multinational Banks,35.0,26-35,Other,8a858ec75c11a07a015c15118551127a
301976160.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,15.0,29.0,3000.0,1.0,Multinational Banks,40.0,36-40,Lagos,8a858e5d5c7e25b4015c7e443a870e39
301997767.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,16.75,30.125,2906.25,8.0,Multinational Banks,33.0,26-35,Other,8a858f3455a0d8070155a1276c4e1799
301960209.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,14.0,36.0,1500.0,1.0,Multinational Banks,31.0,26-35,Other,8a858f2a5b3f2121015b404cbaab09da
301974836.0,+4,20000.0,Other,2250.0,mas de 10000,menos de 3000,Good,12500.0,11.5,12.75,1687.5,4.0,Multinational Banks,34.0,26-35,Other,8a858f0a5bf3716c015bf6a959052817
301967661.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,18.5,30.0,3000.0,2.0,GT Bank,51.0,41-61,Other,8a858fa45bd95e9a015bdd6768893f4d
301977281.0,+4,30000.0,Other,9000.0,mas de 10000,mas de 3000,Good,20000.0,11.0,36.8,4680.0,5.0,Multinational Banks,41.0,41-61,Lagos,8a85882653e2eb990153e6349161513e
301979488.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,12857.142857142857,10.857142857142858,13.428571428571429,1714.2857142857142,7.0,Multinational Banks,34.0,26-35,Other,8a858e025ab3a6c2015ab74cfa5c4431
301966401.0,+4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,12.0,26.166666666666668,2500.0,6.0,Multinational Banks,37.0,36-40,Other,8a858fd858e2f19a0158fed15f3a3806
301974578.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,18.0,24.0,3000.0,1.0,GT Bank,38.0,36-40,Lagos,8a858f255c78552d015c78e0f386678f
301981993.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,23076.92307692308,15.307692307692308,19.615384615384617,3353.8384615384616,13.0,Multinational Banks,34.0,26-35,Lagos,8a858ef255c55fd60155c738de611535
301982967.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,11.5,5.5,1500.0,2.0,Multinational Banks,35.0,26-35,Lagos,8a858f4c5bb597f6015bb88edfd35179
301970691.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,12000.0,9.2,34.6,3000.0,5.0,GT Bank,45.0,41-61,Lagos,8a858f13556665aa01556efd1d087572
302001650.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,18.5,31.5,3000.0,2.0,Multinational Banks,32.0,26-35,Other,8a858e725c3ae262015c3dfc23de0ccf
302001095.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,9.0,13.0,1500.0,2.0,Multinational Banks,34.0,26-35,Lagos,8a858f17597cf41201597d304e420226
301994078.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,10.0,26.0,3000.0,1.0,GT Bank,41.0,41-61,Other,8a858fba5cd5feee015cdb7399184dc9
301976557.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,11.0,13.5,2250.0,2.0,GT Bank,39.0,36-40,Lagos,8a858e135c7e2eec015c81c27f791ff7
301988020.0,+4,40000.0,30,4000.0,mas de 10000,mas de 3000,Good,23636.36363636364,14.090909090909092,16.181818181818183,3134.090909090909,11.0,GT Bank,31.0,26-35,Lagos,8a858e9b560bbd6301561e50ee830cbd
301980073.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,21.0,30.0,3000.0,1.0,GT Bank,44.0,41-61,Lagos,8a858f2e5c699f3a015c6e10b65607c9
302002022.0,+4,10000.0,30,3000.0,10000,3000,Good,10000.0,17.0,32.5,3000.0,4.0,Multinational Banks,40.0,36-40,Other,8a858e845accb4f9015accdccf761e20
301991268.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,22.0,8.0,3000.0,1.0,GT Bank,35.0,26-35,Lagos,8a858eb85cef9327015cf2b1db7c052c
301981887.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,9.0,9.0,1500.0,1.0,Multinational Banks,39.0,36-40,Other,8a858fa95c695f85015c698efbf11b7e
