customerid,bank_account_type,bank_name_clients,employment_status_clients,age,state
8a858e0256b781d80156c257b79f0ac0,Other,GT Bank,Other,36-40,Lagos
8a858ed45c454c11015c505b357c147d,Savings,GT Bank,,36-40,Lagos
8a858eba5591bf280155987d3c73182f,Other,Multinational Banks,Permanent,36-40,Lagos
8a858e505baa530d015baa644c9b0d58,Savings,GT Bank,Permanent,26-35,Other
8a858fa3552ae1120155398656a154c3,Other,GT Bank,Other,41-61,Lagos
8a858e165b90faf9015b9ed99b3e0c2d,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858f355ac88945015aca084ee050c2,Savings,Multinational Banks,,26-35,Lagos
8a858f3a58b5b0fe0158b6ca51f756ce,Savings,Multinational Banks,Other,26-35,Other
8a858f475c11bc72015c131399ff0768,Savings,GT Bank,Permanent,26-35,Other
8a858f335cd0c78e015cd10d78b316c0,Savings,Multinational Banks,,26-35,Lagos
8a858ee758b4c54a0158cafdc6c6740f,Savings,GT Bank,Permanent,36-40,Lagos
8a8588f35451808f015475d4e4432f4f,Savings,Multinational Banks,Permanent,26-35,Other
8a858e215c7de5f2015c81ce4f5e4902,Savings,GT Bank,,36-40,Other
8a858e395cb1d4d9015cc067ecea501f,Savings,,Permanent,41-61,Other
8a858e5d5bf3454f015bf4ff33845406,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858e6a5cc6b1aa015cc922395235a0,Savings,Multinational Banks,Permanent,26-35,Other
8a85886f543912e301544f65621c2e9f,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858ecd57b919a70157c8398b5d5300,Savings,Multinational Banks,Permanent,41-61,Other
8a858e495d1e235c015d2218c8ef60b2,Savings,Multinational Banks,Permanent,26-35,Other
8a858e6f5cd5e874015cd6bbd4f83158,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858ec25a4d1d16015a4d40078b0a73,Savings,GT Bank,Permanent,26-35,Other
8a858899538ddb8e01539483a5c32d6a,Other,Multinational Banks,Permanent,41-61,Lagos
8a858ee45b39aa80015b3b1a1d600f18,Savings,GT Bank,Permanent,36-40,Lagos
8a858e485cc0eed3015cc5416e6e71b8,Savings,Multinational Banks,Permanent,36-40,Other
8a858f955cc6631f015cc9eb86fe4679,Savings,GT Bank,Permanent,26-35,Lagos
8a858e605d3c7ec7015d3c8f538c07d2,Savings,GT Bank,Permanent,41-61,Lagos
8a858f3455a0d8070155b6c6fdd05de2,Other,GT Bank,Other,41-61,Other
8a858e205c21d53a015c32394c2162f8,Savings,GT Bank,Permanent,41-61,Lagos
8a858fc55bf27347015bf2a538491b80,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858fe756939bbb0156993f3dda2d08,Other,Multinational Banks,Permanent,41-61,Lagos
8a858fd3552c75620155592474741064,Other,National Banks,Permanent,41-61,Other
8a858e5b5ca767e1015cabb669de1afd,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858eee58c2b6220158c4d7791c1a49,Savings,Multinational Banks,Permanent,41-61,Other
8a858f5b5bee1b11015beeff2cfe4d3a,Savings,GT Bank,Permanent,36-40,Other
8a858e0a5668e69c01567fd20d2f6854,Other,GT Bank,Permanent,41-61,Other
8a858f055d0e3d8c015d11d2a91e4d09,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858e495bf8527e015bf8e8db823e98,Savings,Multinational Banks,Permanent,36-40,Other
8a858e185b4923b4015b536354895cae,Savings,GT Bank,Permanent,36-40,Lagos
8a858f2e5b81c373015b83d7c16b7392,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858faf5679a83801567ddf6bda6af7,Savings,GT Bank,Permanent,41-61,Other
8a858fe55b013a0b015b046604a1542a,Savings,GT Bank,Permanent,36-40,Other
8a858e935b496584015b499133091139,Savings,National Banks,Permanent,26-35,Other
8a858ece5cd05041015cd14579177593,Savings,Multinational Banks,Permanent,26-35,Other
8a858e5a5a0477db015a100e94100351,Savings,GT Bank,Permanent,26-35,Other
8a858fb557330de1015750e05ade4eb8,Savings,Multinational Banks,Permanent,26-35,Other
8a858e85598cd81601598fc650e251e3,Savings,GT Bank,Permanent,26-35,Other
8a858fd85507735701550d603b101f21,Savings,Multinational Banks,Other,26-35,Other
8a858f865ceebc32015ceec592880a08,Savings,GT Bank,,41-61,Lagos
8a858fbd59978ae4015998515de038de,Savings,National Banks,Permanent,41-61,Lagos
8a858f445a4c929e015a4ca09cf50f44,Savings,GT Bank,Permanent,41-61,Other
8a858f0056b7cf8e0156b9bfbb2066fd,Other,GT Bank,Permanent,41-61,Lagos
8a858ed4584472cf01584510df1d30d8,Other,National Banks,Permanent,26-35,Lagos
8a858e245b680423015b6ced9fa8358f,Savings,Multinational Banks,Permanent,41-61,Other
8a8588fd53c244bc0153c7b2842d093b,Other,GT Bank,Permanent,26-35,Other
8a858f0656b7820c0156c59a540644cd,Other,Multinational Banks,Other,41-61,Lagos
8a858f585a6bfa1d015a6f8b2d582fb9,Savings,GT Bank,Permanent,26-35,Other
8a858eef5554890501556d6c58e46b34,Savings,Multinational Banks,Permanent,26-35,Other
8a858f7b5ca7abe3015cab4166a26278,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858eac5ad81473015ad8d9a28031cf,Savings,Multinational Banks,Permanent,41-61,Other
8a8589a453bc422d0153c752246a54c1,Other,GT Bank,Permanent,41-61,Other
8a858e6c5c88d145015c9caa6c0f328c,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858e705668e16701567ab4dc885164,Other,GT Bank,Other,41-61,Other
8a858e8a5c1c14b8015c1d9847f24af8,Savings,Multinational Banks,,26-35,Other
8a858f9d5afc0a16015afc552c271b88,Savings,GT Bank,,41-61,Lagos
8a858e5b5c1a43c1015c1a8921c11694,Savings,GT Bank,Permanent,41-61,Lagos
8a858e4f5929c3df01592ae551cb10f2,Savings,Multinational Banks,Permanent,41-61,Other
8a858eff5b393484015b394ef3281e60,Savings,Multinational Banks,Permanent,41-61,Other
8a858e045cd5b1d6015ce3fef2ef0ee4,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858e8a5ca0f59d015ca1736eef3cb3,Savings,Multinational Banks,Permanent,41-61,Other
8a858edb5b8210eb015b854c86cf1a6d,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858eed5756fb0e01576bf110494f12,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858f0455d9feaf0155e4344e847fc6,Savings,GT Bank,Permanent,26-35,Other
8a858f8a558227f2015590dc5e57307e,Savings,Multinational Banks,Other,41-61,Other
8a858e495d1e235c015d22b45ae26f6c,Savings,GT Bank,,26-35,Lagos
8a858e0359bb64590159c00194e641f9,Savings,Multinational Banks,Permanent,26-35,Lagos
8a8588fd53c244bc0153c7464a0b550c,Savings,GT Bank,Other,26-35,Other
8a858f1959d168260159d213daf93761,Savings,GT Bank,Permanent,36-40,Other
8a858ee45b62dadc015b62fedecd1b56,Savings,GT Bank,Permanent,26-35,Lagos
8a858f2f54e28d530155057d6c2129e1,Savings,Multinational Banks,Permanent,36-40,Lagos
8a85897353d85af80153db21edaa0bf8,Savings,Multinational Banks,Permanent,41-61,Other
8a858e655a047d1a015a05e93ffa5960,Savings,Multinational Banks,Permanent,36-40,Other
8a858ea75cef5535015cf2aa1846310b,Savings,Multinational Banks,,41-61,Other
8a858f765c113fe5015c115c296e11f0,Savings,GT Bank,Permanent,41-61,Other
8a858fda56562f8f015663f921ac0cee,Savings,GT Bank,Permanent,36-40,Other
8a858f0455d9feaf0155e51729974b16,Other,GT Bank,Permanent,36-40,Lagos
8a8588dd54a3ead30154bad3d2962cce,Other,Multinational Banks,Permanent,36-40,Other
8a858e7d5ab8ce17015abf6bc2b52ab6,Savings,Multinational Banks,Permanent,36-40,Other
8a858ee85aa98890015aaabaf01461b8,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858f255cb1710a015cb4d46c3074f7,Savings,GT Bank,,41-61,Lagos
8a858f745bf29616015bf2e3f2b038f8,Savings,GT Bank,Permanent,26-35,Other
8a858f365b2547f3015b2fa36f67322c,Savings,Multinational Banks,Permanent,41-61,Other
8a858e6c5c88d145015c9d177714659b,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f0656b7820c0156c1675caf6f38,Other,Multinational Banks,Other,36-40,Lagos
8a858e225a28c713015a33e7c0bf5ed8,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858ef458d4a52e0158f7a7f43b294b,Savings,GT Bank,Permanent,36-40,Lagos
8a858f6e5cb16eb9015cb59f4eb9116f,Savings,Multinational Banks,Permanent,36-40,Other
8a858f495a7fafc1015a806e19fd05d4,Other,,Permanent,41-61,Lagos
8a858f61560bc0e501561c6067660b09,Other,GT Bank,Permanent,26-35,Other
8a858fcc5d0cbc32015d0cbda2d1011a,Savings,Multinational Banks,,41-61,Other
8a858faf5679a838015682738f813968,Other,Multinational Banks,Permanent,36-40,Other
8a858fa5552add5d01554935cd6633ac,Other,Multinational Banks,Permanent,26-35,Lagos
8a858e935b496584015b571e4fea5ff3,Savings,National Banks,Permanent,41-61,Lagos
8a858eff5b393484015b3944320810f3,Savings,Multinational Banks,,41-61,Lagos
8a858eb05d2d1297015d313b03581809,Savings,GT Bank,Permanent,26-35,Other
8a858f1b5b24a6bf015b24c29e5017d9,Savings,Multinational Banks,Permanent,26-35,Other
8a858f00590ac4e701592b042a0e2816,Savings,Multinational Banks,Permanent,41-61,Other
8a858fcf5b39c3ba015b3d91e1f028de,Savings,Multinational Banks,Permanent,36-40,Other
8a858fbf5b3a0b46015b3d3cf15c02dc,Savings,Multinational Banks,Permanent,41-61,Other
8a858eed5a42df95015a45e2fcac6aa9,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858f035ac15096015ac6ca9b3e0879,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858eda5c8863ff015c8c99ccc66fa7,Savings,Multinational Banks,Permanent,41-61,Other
8a858fd75cac5e18015cac9407ee1e4a,Savings,National Banks,Permanent,26-35,Lagos
8a858f9c5a4817be015a48bb859430a2,Savings,GT Bank,,26-35,Other
8a858f09582a50b201583155980077a9,Other,Multinational Banks,Permanent,26-35,Lagos
8a858f99560bbe4501561769d7674785,Other,Multinational Banks,Other,41-61,Other
8a858e685adba68e015adc39b1736fc3,Savings,GT Bank,Permanent,26-35,Lagos
8a858e615c832be8015c83b1cd532bb9,Savings,GT Bank,,26-35,Other
8a858f155554552501555b1f0b681e93,Other,GT Bank,Permanent,26-35,Other
8a858faf56b7821c0156cd9d24f12275,Other,Multinational Banks,Other,41-61,Other
8a858e905b47e117015b47efdc460bbc,Savings,Multinational Banks,,36-40,Other
8a858e0256b781d80156c65a6ffb2709,Other,GT Bank,Other,26-35,Other
8a858e725c360240015c3797bd734cf7,Savings,GT Bank,,41-61,Lagos
8a858e105bd92644015bdca43c877d2c,Savings,GT Bank,Permanent,41-61,Lagos
8a858f185d1daff6015d227c61832b3e,Savings,GT Bank,Permanent,36-40,Lagos
8a858f2e5cd09481015cd0b9a1c71440,Savings,GT Bank,Permanent,36-40,Other
8a858f3b5c1c5a08015c1f69e3786a85,Savings,Multinational Banks,Permanent,26-35,Other
8a858f7a5ca22d3c015ca24d01461879,Savings,GT Bank,Other,36-40,Lagos
8a858e6c5c88d145015c8b9627cd5a48,Savings,National Banks,Permanent,41-61,Lagos
8a858f305c8dd672015c9d82080e7f53,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858ec6560bc098015613ffe8fc317e,Savings,Multinational Banks,Other,41-61,Other
8a858ed55844707601584dfb865e3284,Other,Multinational Banks,Other,26-35,Other
8a858f965c6950da015c7c383abc69c6,Savings,GT Bank,,26-35,Lagos
8a858ef25cd0c652015cd46515a128be,Savings,Multinational Banks,Permanent,36-40,Other
8a858fb15d0d2558015d0d98bc79398b,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f475bceed0d015bcf37085126dd,Savings,GT Bank,Permanent,36-40,Lagos
8a858e225c404292015c583027e72e02,Savings,GT Bank,Permanent,36-40,Other
8a858f8d5b3e733e015b3e7510a70420,Savings,GT Bank,,41-61,Lagos
8a858ee0564adc5001564f944be67238,Other,Multinational Banks,Permanent,41-61,Lagos
8a858ff25b8b1ddb015b8b21ddb703ae,Savings,Multinational Banks,Permanent,26-35,Other
8a858fa154e2912f0155071c1e512f6f,Savings,GT Bank,Permanent,36-40,Lagos
8a858f4b55df0f530155ee9754535666,Other,Multinational Banks,Other,26-35,Other
8a858ff85bd93919015be339c7e73cdd,Savings,Multinational Banks,,41-61,Lagos
8a858f13556665aa015568a887180914,Other,Multinational Banks,Other,41-61,Other
8a858fcb5d0ed176015d0ed6ebae01b8,Savings,Multinational Banks,,36-40,Other
8a858ffc5aa39049015aa5111d27328c,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858e335c1122c5015c1187707f28ce,Savings,Multinational Banks,Permanent,36-40,Other
8a858e8e5ca1f1a8015ca6ccb89a4291,Savings,Multinational Banks,Permanent,36-40,Other
8a858899538ddb8e01539138c80a2348,Other,Multinational Banks,Permanent,26-35,Lagos
8a858e705668e16701567f1523211e5a,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858e905ce98e8d015cede36efc025d,Savings,Multinational Banks,Permanent,26-35,Other
8a858e345bd96da8015bdda4b3061ff5,Savings,Multinational Banks,Permanent,41-61,Other
8a858e875b910dfe015b9e85091b69f4,Savings,Multinational Banks,Permanent,41-61,Other
8a858e905d41e83b015d443e540c5211,Savings,GT Bank,Permanent,26-35,Lagos
8a858f7958b0a4a80158b4e352b6367b,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858f725b49c0c0015b53c3efcd2b7b,Savings,GT Bank,Permanent,26-35,Lagos
8a858f61560bc0e501560d55eaca7446,Other,GT Bank,Permanent,41-61,Other
8a858e665b8729fe015b8996f6f14ebd,Other,Multinational Banks,Permanent,36-40,Other
8a858fc55d5b019b015d5b1a5eb20dec,Savings,GT Bank,Permanent,36-40,Other
8a8589af547ff51b015481b0e7bb7d8e,Other,National Banks,Permanent,26-35,Other
8a858e045b495c30015b53e0569d3bbe,Savings,GT Bank,Other,26-35,Other
8a858e205c21d53a015c30d563282210,Savings,Multinational Banks,Permanent,41-61,Other
8a858f365c83961c015c87be26386a2f,Savings,GT Bank,Permanent,26-35,Other
8a858e645654fdc401565acc196e2946,Savings,National Banks,Other,26-35,Other
8a858e065ccb8bc0015ccbf7b21c1875,Savings,Multinational Banks,Permanent,26-35,Other
8a858f03582a54c3015830069801577c,Other,Multinational Banks,Permanent,41-61,Lagos
8a858fd3552c756201553f187a62138c,Other,GT Bank,Permanent,41-61,Lagos
8a858ff459faa35f0159fb450b99348d,Other,Multinational Banks,Permanent,41-61,Other
8a858f4b55df0f530155ebb514c354cc,Savings,GT Bank,Other,26-35,Other
8a858f5e5566567d0155777b44e00cfa,Other,Multinational Banks,Permanent,26-35,Lagos
8a858f295ca6f581015ca77afccb5d6d,Savings,GT Bank,Permanent,26-35,Other
8a858f555cacacdf015caff7ce8b005a,Savings,Multinational Banks,Permanent,26-35,Other
8a858f4c5bb597f6015bbdbff82d4971,Savings,GT Bank,,36-40,Lagos
8a858e285b8b2932015b8b490de61bbe,Savings,National Banks,Permanent,41-61,Other
8a858e635bd8fe1e015bd92b99e21721,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858fad5bf85d5e015bfbf379a84604,Savings,GT Bank,Permanent,36-40,Other
8a858ef85cf9e152015d046af64c145f,Savings,GT Bank,,36-40,Lagos
8a858fbd59a760570159a7a6fe900a10,Savings,GT Bank,Permanent,26-35,Lagos
8a6a96044539adf801453c576ed213c4,Savings,Multinational Banks,Other,36-40,Lagos
8a858f1554da2c400154dd8939c56b1f,Other,GT Bank,Other,36-40,Lagos
8a858fa25bd92c20015be258fc2f3a87,Savings,GT Bank,,26-35,Other
8a858fe45cd62cbf015cdc3635aa3ff0,Savings,GT Bank,Permanent,41-61,Lagos
8a858f61560bc0e5015613ecc04d30bf,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858ffb5b350b52015b388c6bbe729a,Savings,GT Bank,,41-61,Lagos
8a858e2d5bb55d46015bc61fa9492de0,Savings,GT Bank,,26-35,Lagos
8a858e5b5bd99460015bd9e9ee2e18f4,Savings,Multinational Banks,,26-35,Lagos
8a858fd05bfd7d3c015c0c5d3e482a95,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858f565c3acb9d015c3f5e4d3b6d8d,Savings,GT Bank,Permanent,26-35,Other
8a858fcd56b9f22c0156d5a3112d0270,Savings,Multinational Banks,Permanent,26-35,Other
8a858e225a28c713015a31751aaf3f4b,Savings,National Banks,,36-40,Other
8a858e6f5668e01701568cf7ba8e39da,Other,Multinational Banks,,26-35,Other
8a858f665c45930d015c54a24fdc1f6c,Savings,Multinational Banks,Permanent,41-61,Other
8a8588dc536a141301538365df9251b8,Other,GT Bank,Permanent,26-35,Lagos
8a858e1556321b9401564c8d8e8144d8,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858eb55d8a047e015d8b0387e85794,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858ec45577f83e01557eaf9f0b1f4c,Savings,GT Bank,Permanent,41-61,Lagos
8a858f6b570f2de901571b4734224a15,Other,Multinational Banks,Permanent,36-40,Lagos
8a858fe758dc437a0158f28361af1598,Savings,GT Bank,Permanent,26-35,Lagos
8a858e5d57518f46015752de4ae9561b,Other,Multinational Banks,Other,36-40,Other
8a858e875c63d395015c68fde9f9525a,Savings,Multinational Banks,Permanent,36-40,Other
8a858edd57f790040157ffe9b6ed3fbb,Other,Multinational Banks,Permanent,26-35,Other
8a858f4156939c3c0156a3156a530b83,Other,Multinational Banks,Permanent,36-40,Other
8a858e8d56b784480156bd9bd7f82e28,Other,Multinational Banks,Permanent,26-35,Lagos
8a858faf55d95d930155f31802a14559,Other,Multinational Banks,Permanent,36-40,Other
8a8589f853f100fb015414f177180117,Other,Multinational Banks,Other,41-61,Other
8a858e5f5a41b97f015a4212766e2f84,Savings,Multinational Banks,,41-61,Other
8a858f93572e873c01574753c9513a4e,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858fc45c21da6f015c31f01ed74654,Savings,Multinational Banks,Permanent,36-40,Lagos
8a85896653e0641c0153e12a41c550c3,Other,GT Bank,Permanent,41-61,Other
8a858fd458639fcc01586c3e51e93ef7,Savings,GT Bank,Permanent,36-40,Other
8a858f585bfd6341015bfed6f96d6046,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858899538ddb8e0153a2b555421fc5,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f885adcf4e8015ae2cbe4556d70,Savings,GT Bank,Permanent,41-61,Lagos
8a858e0458d4ac3d0158dee8a7a84b5c,Savings,GT Bank,,26-35,Other
8a858e8759d0442e0159d044a463005d,Savings,Multinational Banks,Permanent,36-40,Other
8a858e885c9c6f96015ca0d192e11f85,Savings,National Banks,Permanent,41-61,Other
8a8589f853f100fb0153f5489e6f355a,Savings,Multinational Banks,Permanent,26-35,Other
8a858ffd5caca417015cad45b31249a2,Savings,Multinational Banks,Permanent,36-40,Other
8a8189d152443f820152443f89500001,Other,GT Bank,Other,26-35,Lagos
8a858e0d59b7438d0159bad16dec7397,Savings,Multinational Banks,Other,26-35,Lagos
8a858e8455f96c1c015603adbb74325e,Savings,GT Bank,Permanent,41-61,Other
8a858f685aae9a21015aafc38f817511,Savings,GT Bank,,26-35,Other
8a858e395cb1d4d9015cc0480a8943bd,Savings,GT Bank,Permanent,36-40,Other
8a858f295c8d307f015c90210a6848dc,Savings,National Banks,Permanent,26-35,Other
8a858e445cd56553015ce17d2c26494d,Savings,GT Bank,Permanent,41-61,Lagos
8a858f585cf9d48b015d0805acb34afc,Savings,Multinational Banks,Permanent,41-61,Other
8a3735d5518aba7301518ac34413010d,Other,GT Bank,Permanent,41-61,Lagos
8a858e8e59b255f50159b395d7435990,Savings,GT Bank,Permanent,36-40,Other
8a858fda5d37b00c015d398ba9244b9a,Savings,Multinational Banks,Other,26-35,Other
8a858e3d55ca3ef60155d5601ed8381b,Other,GT Bank,Permanent,36-40,Lagos
8a858fbd5cd6054a015cda142858051a,Savings,Multinational Banks,Permanent,36-40,Other
8a858e6956939bac01569b259e5c7f89,Other,Multinational Banks,Permanent,26-35,Lagos
8a858eaa55a0b8ae0155ad2cab5e49cc,Savings,Multinational Banks,Permanent,36-40,Other
8a858e375b347293015b3479e8930819,Savings,Multinational Banks,Permanent,36-40,Other
8a858f0656b7820c0156b7ba6d5f13c0,Other,Multinational Banks,Permanent,36-40,Lagos
8a858e64586254230158688871643bdc,Savings,Multinational Banks,Permanent,36-40,Other
8a858e02578f616401579484a4963345,Other,GT Bank,Other,41-61,Other
8a858e885c9c6f96015c9e2403c32687,Savings,Multinational Banks,,41-61,Lagos
8a858f3455a0d8070155c5c138987cad,Savings,GT Bank,Permanent,26-35,Lagos
8a858fbd5cd6054a015cd7dd84da3b90,Savings,Multinational Banks,Permanent,26-35,Other
8a858faf56b7821c0156b93cd62a6275,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858ebe5908030101591d56673a3213,Savings,GT Bank,Permanent,41-61,Lagos
8a858fe25b8c4e5c015b8c81bb7f1888,Savings,Multinational Banks,Permanent,36-40,Other
8a858f0656b7820c0156c3e3a61c1d33,Other,Multinational Banks,Permanent,41-61,Lagos
8a858f655baa9ae1015baf6547472776,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858e035693e02901569ce8a75e0880,Savings,GT Bank,Other,41-61,Lagos
8a858faa56dffac60156ecc553892ca9,Savings,GT Bank,Other,26-35,Lagos
8a85881053bc33670153bda8562417c7,Other,GT Bank,Permanent,41-61,Other
8a85888c54a05b820154ae660ed5066c,Other,Multinational Banks,Other,26-35,Other
8a858e4e5b33db76015b33e5561f0c42,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858f525ba5119c015ba5a39b6c5444,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858f255cb1710a015cc4fa170b7538,Savings,Multinational Banks,,36-40,Lagos
8a858f555cacacdf015cafb65d3e6608,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858fe55b869107015b86d3071740d2,Savings,GT Bank,Permanent,41-61,Lagos
8a858e005941690001595e9e0eb82cde,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f17597cf41201597d304e420226,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f585bfd6341015c00857bc907b6,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858e125d65ee4d015d699d321f719d,Savings,Multinational Banks,Permanent,41-61,Other
8a858e785a53f8a6015a5acbb0c81532,Savings,Multinational Banks,Permanent,26-35,Lagos
8a8589a453bc422d0153c87530bf4e94,Other,Multinational Banks,Permanent,41-61,Other
8a858fa358d4a4d80158ee50ccb46401,Savings,Multinational Banks,Other,26-35,Other
8a858e1d5cd58f9e015ceda385bb359d,Savings,GT Bank,,36-40,Other
8a8589c1545181f301547d2cfb142ff4,Savings,GT Bank,Other,41-61,Lagos
8a858fe957a094e00157adc84aec6ec2,Other,GT Bank,Permanent,41-61,Other
8a858e395cb1d4d9015cba9fbb6e6e2c,Savings,GT Bank,Permanent,26-35,Lagos
8a858fca5c35df2c015c35e501f203d3,Savings,Multinational Banks,Permanent,41-61,Other
8a85881053bc33670153cba1f98e6d19,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858fb156321969015654c9c420573b,Other,GT Bank,Other,36-40,Lagos
8a858fcb5ca240f7015ca5f067555ecb,Savings,GT Bank,Permanent,26-35,Other
8a858e6a5bfd4b54015bfd6f35f40fb2,Savings,GT Bank,Permanent,26-35,Lagos
8a858f665ca1c775015ca1e1f1360d78,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f8e5c5f46fc015c62dc39102d88,Savings,GT Bank,Permanent,41-61,Lagos
8a858fe8555f401f01556e0a6ac317b7,Other,Multinational Banks,Other,41-61,Other
8a858eba5b681df4015b6e0c99d3697f,Savings,GT Bank,Permanent,36-40,Other
8a858e8e5bed1968015bed2ff2c80fc2,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858fb45bb59c21015bc2f6ab2a4b54,Savings,Multinational Banks,Permanent,26-35,Other
8a858ffe5c1a48e5015c1ad76ba33341,Savings,National Banks,Permanent,41-61,Other
