customerid;birthdate;EDAD;bank_account_type;longitude_gps;latitude_gps;Columna2;bank_name_clients;bank_branch_clients;employment_status_clients;level_of_education_clients
8a8588f754a058cb0154b3b507dc1abe;23/03/1986;36;Other;45.811.951;84.291.655;;GT Bank;;Permanent;
8a858faa56dffac60156f941bfeb434b;24/07/1985;37;Other;32.659.679;65.174.819;;GT Bank;;Permanent;
8a858ec9590ad35d01594951f86d3fd1;10/11/1983;39;Savings;46.845.708;82.003.719;;Zenith Bank;;Permanent;
8a858fd75bb62bbe015bc8ac68616fb2;21/09/1992;30;Savings;55.632.683;721.851;;First Bank;;Student;
8a858e625c8d993a015c922feb223e68;30/04/1988;34;Savings;387.654;73.383.833;;UBA;;Permanent;
8a858e475c127bce015c1715ca853ccf;25/09/1988;34;Savings;78.871.117;5.019.655;;Access Bank;;Permanent;
8a858e345bd96da8015be325004232e3;05/03/1980;42;Savings;8.513.079;124.236.435;;Unity Bank;;Permanent;
8a858f535908095c01592c4a9576186c;28/11/1987;35;Savings;38.825.395;73.927.199;;Stanbic IBTC;;;
8a858f0f5bfd79d2015c0c2370d436a1;12/07/1982;40;Savings;39.478.362;73.231.189;;UBA;;;
8a858fb45bb59c21015bbfe3651f0750;02/01/1985;37;Savings;45.210.324;77.576.558;;Skye Bank;;Permanent;
8a858f975c4582c4015c550ee4925686;19/10/1985;37;Savings;34.929.233;66.057.041;;GT Bank;;Permanent;
8a858fa95c695f85015c6beb3279647b;13/05/1987;35;Savings;52.213.745;72.127.604;;EcoBank;;Permanent;
8a858f265cfa1a64015d082fd3c93380;18/10/1981;41;Savings;29.502.208;65.188.994;;Access Bank;;;
8a858fc9580b91da0158126363fb3f16;04/08/1993;29;Other;44.456.425;77.194.497;;GT Bank;;Student;Graduate
8a858ea555d9e6020155efaba6540a82;17/08/1971;51;Other;79.189.432;46.385.243;;Diamond Bank;;Permanent;Graduate
8a858fa057e2a0a50157e7650d8903fb;29/05/1984;38;Other;33.660.802;66.491.747;;GT Bank;;Permanent;Graduate
8a858fc15cd06c32015cd1ed477b4cb7;12/06/1974;48;Savings;88.755.781;99.286.089;;Zenith Bank;;;
8a858f965c6950da015c6ea724353a26;27/07/1983;39;Savings;34.926.489;66.241.897;;Stanbic IBTC;;Permanent;
8a858e6c5c88d145015c96155c47559b;03/03/1992;30;Savings;76.471.033;90.231.533;;Stanbic IBTC;;Permanent;
8a858ff159ad042e0159ad17b9f60a89;18/05/1980;42;Savings;3.386.916;64.528.956;;GT Bank;;Permanent;
8a858f0056b7cf8e0156c21e03304536;24/08/1986;36;Other;47.719.092;76.321.391;;GT Bank;;Permanent;
8a858ed75bb64559015bc2d5fd306eaf;22/01/1977;45;Savings;34.829.062;66.037.236;;Standard Chartered;;Permanent;
8a858f345c1075d5015c10c9b9572768;22/03/1991;31;Savings;33.274.173;66.308.045;;Access Bank;;;
8a858ee65be8d42d015bec21e37e1f59;07/06/1979;43;Savings;73.484.487;51.100.748;;GT Bank;;;
8a858fbc5cc666c8015ccaa6c8dc2270;21/03/1981;41;Savings;32.946.786;65.967.154;;GT Bank;;;
8a858ec95aa84d3c015aa851aaf302d3;07/04/1988;34;Savings;717.162;9.206.793.333.333.330;;Access Bank;;Unemployed;
8a858e6d5b252065015b2fdbe1cd542c;31/07/1981;41;Savings;73.342.646;91.510.659;;Skye Bank;;;
8a858ea55ab92cff015ac0bca23f7dc2;26/11/1983;39;Savings;3.884.145;73.647.711;;EcoBank;;Permanent;
8a858e905a8fc7af015a903b5fb63073;17/08/1984;38;Savings;39.203.386;7.448.126;;First Bank;;;
8a858fe45a8360a7015a837d5be20d9b;31/03/1993;29;Savings;34.139.973;64.287.387;;First Bank;;Permanent;
8a858f7d5578012a015579e9cfd56f51;01/06/1983;39;Savings;34.627.412;64.348.227;;GT Bank;;Permanent;
8a858f4f59f4ed130159f50d47b117a0;18/12/1984;38;Savings;33.703.547;65.614.706;;Diamond Bank;;Permanent;
8a858fe45cd62cbf015ce8a5a46a57a7;16/04/1992;30;Savings;5.200.005;72.526.633;;Zenith Bank;;;
8a858f555d0e96d1015d125689135609;20/11/1983;39;Savings;74.079.533;104.754.267;;UBA;;;
8a85886e54101890015410e5d5c83298;13/02/1986;36;Other;83.440.422;5.004.425;;First Bank;;Self-Employed;
8a858e2e5bb57a37015bbe1b8d6d3830;18/10/1981;41;Savings;57.580.338;55.474.235;;Fidelity Bank;;Permanent;
8a858e8f5d41c974015d464347443fae;09/04/1979;43;Savings;69.683.354;48.234.803;;Zenith Bank;;Permanent;
8a858ea3556609560155775d89496cd5;15/05/1986;36;Other;33.862.955;66.021.038;;GT Bank;;Self-Employed;
8a858fd45a4260bc015a42ac9e89278d;23/09/1986;36;Savings;56.475.083;6.263.345;;Zenith Bank;;Permanent;
8a858f965bb63a25015bbb3c90f07658;30/03/1989;33;Savings;39.507.042;73.470.084;;FCMB;;Permanent;
8a858eac5c451942015c54fdbff96c8b;20/08/1980;42;Savings;34.941.866;66.100.278;;EcoBank;;Permanent;
8a858f6e5aa3c922015aa3d9cba10a74;30/11/1984;38;Current;34.326.509;64.537.758;;Zenith Bank;;Permanent;
8a858ebc5b48cbd0015b48cd84ac03ba;18/11/1976;46;Savings;33.706.448;66.040.591;;UBA;;Permanent;
8a858eac59b758220159b7901c69174c;17/08/1992;30;Savings;58.051.508;55.006.914;;Access Bank;;Permanent;
8a858fc25baeeeff015baf5022dc3611;25/08/1977;45;Savings;58.025.904;55.551.241;;Zenith Bank;;Permanent;
8a858ed35aec4221015aef98c80b776d;21/03/1985;37;Savings;3.348.615;66.136.231;;GT Bank;;Permanent;
8a858f4f5511dca201551b73634170b6;10/06/1991;31;Other;33.330.007;65.733.791;;First Bank;;Permanent;
8a858f5e5cb23c77015cb617d25a6080;08/01/1985;37;Savings;74.808.561;9.078.668;;FCMB;;Permanent;
8a858e1d5cd58f9e015cd91cdee408ca;20/12/1987;35;Savings;66.944.585;62.164.891;;GT Bank;;Permanent;
8a858f54589736f40158ab60b3e36a52;11/07/1992;30;Savings;57.702.967;55.542.833;;First Bank;;Permanent;
8a858f1f5c834d4f015c872619d66fd2;11/06/1993;29;Savings;33.847.167;66.016.683;;GT Bank;;Permanent;
8a8588f754a058cb0154b12e44351523;16/08/1985;37;Other;33.188.528;7.148.033;;Wema Bank;;Self-Employed;Graduate
8a858ed45c454c11015c4e40f6f7640e;31/07/1977;45;Savings;35.597.455;65.933.553;;GT Bank;;Permanent;
8a858966538deb19015391420fe01f59;19/04/1988;34;Other;33.336.678;6.589.012;;Access Bank;;Permanent;
8a858faf5679a838015692f7a8f831d7;28/08/1991;31;Other;83.384.064;50.201.921;;GT Bank;;Student;Graduate
8a858edc59e0d8f70159eba2590759b5;06/06/1983;39;Savings;75.746.636;89.699.463;;Sterling Bank;;Permanent;
8a858e345bd96da8015bdaa8f56d42c1;19/06/1992;30;Savings;32.369.265;66.874.106;;GT Bank;;Permanent;
8a85896653f0fed20154065bbe063ff7;10/12/1984;38;Other;65.634.926;95.930.887;;GT Bank;PAIKO ROAD, MINNA;Permanent;Post-Graduate
8a858eb4588604f70158863ec5720ce8;19/01/1982;40;Savings;40.744.317;74.717.833;;First Bank;;Permanent;
8a858f7c5be8dc45015be8e136700347;15/07/1981;41;Savings;35.112.434;66.459.124;;Sterling Bank;;Permanent;
8a858e6c5c88d145015c9e2125702448;12/01/1976;46;Savings;34.395.312;64.380.197;;Fidelity Bank;;Permanent;
8a858f8e5c5f46fc015c6242c82b7c0b;18/03/1964;58;Savings;70.403.617;47.955.336;;First Bank;;Permanent;
8a858f5b5bee1b11015bf192ffb44553;15/05/1969;53;Savings;35.164.571;66.688.399;;Zenith Bank;;Permanent;
8a858f60560bc43d01560d6ed8b068e6;08/11/1989;33;Savings;52.177.815;76.358.865;;GT Bank;;Permanent;Secondary
8a858eac5c451942015c58ac70523824;17/07/1990;32;Savings;677.835;61.508.967;;Diamond Bank;;Permanent;
8a858e245a4f0e47015a5adda94f4429;19/12/1981;41;Savings;33.333.825;66.588.097;;UBA;;;
8a858f0456511c94015651c1558f35f1;15/09/1986;36;Other;33.434.568;64.968.269;;GT Bank;;Self-Employed;
8a858f54592214a0015922c0bfa71bd8;31/05/1988;34;Savings;39.239.428;68.458.043;;Skye Bank;;Permanent;
8a858e785c8d9167015c8fed39cf53ae;20/02/1982;40;Savings;32.999.703;65.567.703;;Diamond Bank;;Permanent;
8a858f1f586c8fc801586de4f21d0d16;25/03/1987;35;Savings;62.297.966;55.370.818;;EcoBank;;;
8a858e955cf51403015cf8be51125400;29/09/1991;31;Savings;33.844.048;65.911.195;;GT Bank;;Permanent;
8a858e045cd5b1d6015ce4c1eb434643;02/06/1981;41;Savings;73.754.605;89.544.368;;GT Bank;;;
8a858e395cb1d4d9015cc0f4883c172c;21/01/1979;43;Savings;75.225.244;90.508.924;;Access Bank;;Permanent;
8a858e5555780ea001557e4e09383b96;06/05/1995;27;Other;3.362.273;66.178.485;;UBA;;Permanent;
8a858ee755a0c84a0155b7028fea49b6;08/12/1981;41;Other;33.488.096;64.851.471;;GT Bank;;Permanent;Secondary
8a858ff455a09f5a0155b73fe8244da7;14/03/1986;36;Savings;73.365.164;91.494.173;;GT Bank;;Permanent;
8a858e4a5cac6f81015cad78a648389f;17/05/1984;38;Savings;35.663.844;6.470.378;;GT Bank;;Permanent;
8a858f7c5ccaf06d015ccb09b0070f34;18/05/1988;34;Savings;4.505.305;77.827.167;;Zenith Bank;;Permanent;
8a858fbc5cc666c8015cc9d4702c2b75;06/06/1991;31;Savings;39.002.184;68.181.542;;Zenith Bank;;;
8a858eda5c8863ff015c959eef8a4678;11/01/1982;40;Savings;46.032.774;85.227.062;;GT Bank;;Permanent;
8a858f5f55f9698c0156076313646281;10/05/1985;37;Other;33.761.866;6.525.929;;FCMB;;Permanent;Graduate
8a858f9d5668e3f1015679951579076f;26/01/1979;43;Savings;33.834.525;65.336.718;;Diamond Bank;;Permanent;
8a858fb4563228d20156455071ba60a1;12/02/1987;35;Other;73.527.875;8.996.901;;GT Bank;;Permanent;
8a858f2b5bf35819015bf3a8d4072974;28/05/1988;34;Savings;32.802.177;66.191.396;;Skye Bank;;Permanent;
8a858f2a5b3f2121015b41d14e202aba;16/10/1991;31;Savings;31.915.145;64.921.782;;GT Bank;;Permanent;
8a858e8d56b784480156b8dfa2c27373;07/11/1986;36;Other;45.798.175;77.704.138;;GT Bank;;Self-Employed;
8a858fc35b347bd4015b348a42791649;04/05/1977;45;Savings;52.146.929;72.519.593;;GT Bank;;Permanent;
8a858f965c6950da015c7a34bb072e98;09/11/1978;44;Savings;78.592.767;501.168;;Diamond Bank;;Permanent;
8a858f985bee01cb015bee649b4f3611;31/12/1986;36;Savings;73.958.426;91.262.519;;GT Bank;;Permanent;
8a858f315bf749da015bf75e46bf0cf8;02/02/1987;35;Savings;33.878.712;6.554.786;;GT Bank;;Unemployed;
8a858faf56b7821c0156cdaa248222fd;12/03/1990;32;Savings;33.003.407;65.846.816;;GT Bank;;Self-Employed;
8a858fa45bd95e9a015bde4d41406ebf;22/12/1988;34;Savings;61.440.717;67.416.283;;GT Bank;;;
8a858f235b8bf5bc015b8bfee8ee084c;18/04/1977;45;Savings;33.056.888;65.150.444;;GT Bank;;Permanent;
8a858fa154e2912f0154ecfb533d7a5e;06/05/1981;41;Other;73.635.802;91.416.337;;Zenith Bank;;Permanent;Graduate
8a858e6a5bfd4b54015c0d136472048e;05/09/1975;47;Savings;33.651.865;65.036.714;;Stanbic IBTC;;Permanent;
8a858ec95afc0922015afc24b669093f;16/03/1994;28;Savings;56.206.306;63.969.004;;Wema Bank;;Permanent;
8a858e495bf8527e015bf937253b50ff;09/03/1986;36;Savings;31.737.517;64.746.751;;GT Bank;;Permanent;
8a858e8e5ca1f1a8015ca61b2fca6f31;11/07/1981;41;Savings;33.273.392;70.998.477;;GT Bank;;Permanent;
8a858fba5cd5feee015cdbba6b9d564b;27/07/1988;34;Savings;33.557.376;66.446.505;;GT Bank;;Permanent;
8a858fe5569398920156b6f29b764ab6;02/07/1986;36;Savings;69.388.613;48.680.362;;GT Bank;;Permanent;
8a858eda5c8863ff015c91c76ef763c5;21/11/1992;30;Savings;32.541.196;66.146.468;;GT Bank;;Permanent;
8a858f0656b7820c0156c64dbb2f05f3;06/08/1990;32;Other;51.774.541;72.058.142;;Zenith Bank;;Self-Employed;
8a858fd95c3b5bca015c3bd6c30d2102;05/03/1984;38;Savings;36.156.752;64.719.774;;Skye Bank;;Permanent;
8a858ef255c55fd60155daa40f514312;14/02/1976;46;Savings;69.633.589;48.468.554;;UBA;;Permanent;
8a858f565c3acb9d015c4398b36817a8;27/08/1977;45;Savings;3.243.405;64.557.283;;Sterling Bank;;;
8a8588dc536a1413015376c0e10065b2;01/02/1988;34;Savings;74.903.639;90.158.544;;Fidelity Bank;;Permanent;Graduate
8a858eb95591bf0001559ad37247195d;18/08/1979;43;Other;74.087.822;90.626.751;;GT Bank;;Self-Employed;
8a858f045556eaa4015558e0c68b60cc;30/04/1985;37;Other;34.312.066;64.306.229;;Zenith Bank;;Permanent;Post-Graduate
8a858e105bd92644015be07c35237d0d;04/09/1988;34;Savings;75.262.473;64.274.373;;Diamond Bank;;Permanent;
8a858e5c5c361f7d015c3970b6676146;02/01/1976;46;Savings;33.397.078;65.937.336;;Diamond Bank;;Permanent;
8a858f6f5ba5f9b8015ba6fedda73439;19/12/1988;34;Savings;7.116.927;48.871.099;;Diamond Bank;;;
8a858e605ce99f55015ced0a99a63ba4;31/03/1990;32;Savings;85.482.595;76.997.503;;GT Bank;;Permanent;
8a858f0056b7cf8e0156c212dddd3f13;11/09/1993;29;Savings;8.147.341;72.009.087;;First Bank;;Student;
8a85892854a059ed0154aa9b70bc638d;02/06/1981;41;Savings;33.436.349;66.008.634;;GT Bank;;Permanent;
8a858e0f5577f57901558109093f578c;03/11/1989;33;Other;88.897.302;99.135.749;;GT Bank;;Self-Employed;
8a858f3d5add42e2015ae0ca6cb66b83;03/03/1985;37;Savings;38.981.503;73.491.502;;Access Bank;;Permanent;
8a858e3c5cac9fcc015cacb7b97a0977;02/10/1981;41;Savings;33.823.659;65.387.607;;GT Bank;;;
8a8588235375c27f01537f6d1ad53cff;21/03/1981;41;Other;74.618.098;5.469.794;;UBA;;Permanent;
8a858f2e5876d7d0015877c6e0ae5bdc;15/05/1974;48;Savings;32.875.674;6.584.008;;GT Bank;;;
8a858e6a5c829229015c82ac07c30f58;01/05/1989;33;Savings;32.214.453;65.325.645;;GT Bank;;Permanent;
8a85896653e2e18b0153e56f2a852da4;02/04/1985;37;Other;34.862.919;66.070.834;;EcoBank;;Self-Employed;Graduate
8a858e785c8d9167015c96e5c3f5091f;12/02/1977;45;Savings;73.812.019;91.736.045;;First Bank;;Permanent;
8a858f0a5bf3716c015bf74698ab0964;24/03/1984;38;Savings;35.210.767;658.709;;EcoBank;;Permanent;
8a85882653e1a3e00153e1f8033b1233;20/04/1977;45;Other;3.337.291;66.499.811;;GT Bank;;Permanent;Graduate
8a85893d542e18bc015438b652f841c3;27/11/1989;33;Savings;33.050.707;66.148.882;;Keystone Bank;;Permanent;Secondary
8a8589ac53a917ed0153aaed86c82d91;14/06/1986;36;Other;33.954.351;65.680.574;;Access Bank;;Permanent;Graduate
8a858e765507208301552107bcd95612;28/05/1968;54;Other;30.429.933;70.104.217;;Access Bank;;Permanent;Secondary
8a858e2c5bd33ac0015bd3680c8b1bad;15/06/1980;42;Savings;32.672.883;66.368.822;;GT Bank;;Permanent;
8a858ec95afc0922015b09a286634c26;01/12/1990;32;Savings;65.158.013;96.464.774;;Zenith Bank;;;
8a858faf5679a83801568b26dbf137e0;09/12/1980;42;Other;39.586.733;73.940.936;;GT Bank;;Permanent;
8a858e6c5c88d145015c9dd6f5d21b4b;10/11/1972;50;Savings;33.479.666;65.455.211;;GT Bank;;;
8a858fea5b8c314d015b8d032aaf7347;23/03/1987;35;Savings;39.018.533;74.210.612;;FCMB;;Permanent;
8a858fc35b347bd4015b34c1a0db575f;24/12/1991;31;Savings;33.182.749;66.559.086;;First Bank;;;
8a858fe55656a93801565764e5ec1430;20/08/1980;42;Other;51.863.889;7.250.803;;First Bank;;Self-Employed;Graduate
8a858fbd5cd6054a015cd8f040ff5129;30/05/1983;39;Savings;32.476.567;67.174.317;;Zenith Bank;;Permanent;
8a858ed457e2e6960157f65462117d64;16/03/1987;35;Other;61.041.468;4.975.328;;Diamond Bank;;Self-Employed;Graduate
8a858f385b34d285015b3852d40b417c;09/01/1989;33;Savings;33.381.046;64.898.749;;GT Bank;;Permanent;
8a858eda5c8863ff015ca085bbe55038;22/04/1985;37;Savings;34.168.724;64.241.827;;Access Bank;;Permanent;
8a85886e541018900154117960df41f4;07/04/1985;37;Other;33.625.147;66.728.708;;FCMB;;Permanent;Post-Graduate
8a858e865b48f46f015b494c22be4663;22/08/1982;40;Savings;63.155.952;4.931.075;;UBA;;Permanent;
8a858f2b5bf35819015bf711567b0f1c;10/02/1988;34;Savings;33.491.645;65.433.182;;GT Bank;;Permanent;
8a858eef55548905015574ae2dcb526f;19/06/1977;45;Other;89.488.574;98.842.791;;Diamond Bank;;Permanent;Graduate
8a858fcd56b9f22c0156c5b280650d11;02/04/1980;42;Savings;35.993.748;64.737.163;;GT Bank;;Self-Employed;
8a858e205c21d53a015c2a1bbee92567;25/12/1988;34;Savings;7.103.665;89.505.256;;First Bank;;Permanent;
8a858e875cfa37f5015cfcea6f7e3b36;19/03/1986;36;Savings;9.000.264;73.516.467;;Stanbic IBTC;;Permanent;
8a858fcd56b9f22c0156c18d8e2d280f;01/11/1992;30;Savings;75.063.804;64.060.249;;UBA;;Student;
8a858e875c63d395015c6f115be54028;12/11/1990;32;Savings;55.210.543;62.775.032;;First Bank;;Permanent;
8a858ea55b58f026015b5c11ad2e2dd2;09/05/1986;36;Savings;3.852.329;73.606.636;;First Bank;;Permanent;
8a858f735b437619015b439524ec306f;20/11/1982;40;Savings;33.640.647;65.513.883;;First Bank;;Permanent;
8a858e7c588604a401589940135a58fd;22/09/1993;29;Savings;70.094.895;53.939.828;;EcoBank;;Permanent;
8a858e0a5668e69c0156782807775d39;11/12/1969;53;Other;3.431.007;64.551.378;;Access Bank;;Permanent;
8a858fba5cd5feee015ce43abdad3d9f;20/04/1988;34;Savings;35.284.938;64.560.337;;GT Bank;;;
8a858edc5c7e7da5015c7ea42f010ac2;12/07/1986;36;Savings;34.206.564;67.396.558;;GT Bank;;Permanent;
8a8589c1545181f3015481a6fb827b40;31/05/1970;52;Savings;34.179.771;64.411.578;;Diamond Bank;;Self-Employed;Graduate
8a858f495a70f465015a76e95fa42c3d;01/06/1972;50;Savings;73.215.054;115.190.902;;Fidelity Bank;;Permanent;
8a858f1f5c834d4f015c84b2654f537b;23/02/1989;33;Savings;31.919.025;64.572.896;;GT Bank;;Permanent;
8a858e645591c24b0155a059b3f27431;13/11/1981;41;Other;75.074.966;64.551.104;;Access Bank;;Permanent;
8a858e605ce99f55015cea610eab6542;06/10/1991;31;Savings;52.697.475;76.088.811;;Wema Bank;;Student;
8a858fbf5b3a0b46015b3af60d0e64b1;17/11/1988;34;Savings;35.772.476;79.924.999;;GT Bank;;Permanent;
8a858f265c2187bd015c3402a9e52573;15/06/1991;31;Savings;736.137;8.985.455;;UBA;;Permanent;
8a858fef570f30e501572ab53a6f4acb;12/08/1993;29;Savings;35.118.388;65.982.057;;UBA;;Self-Employed;
8a858e175b343fe2015b344c1e5b0f48;30/12/1985;37;Savings;35.383.633;66.219.167;;GT Bank;;;
8a858e5b5bd99460015be71e03dc77ed;28/02/1994;28;Savings;33.156.509;64.635.662;;GT Bank;;Permanent;
8a858f465668e3d601567dc3f5970090;09/03/1987;35;Other;33.264.576;66.708.664;;GT Bank;;Permanent;
8a858f3e5885ffa301588ccdf1b437ef;09/07/1993;29;Savings;32.901.421;65.922.769;;Skye Bank;;Permanent;
8a858f2c585375f00158678b108144f8;01/06/1987;35;Savings;46.565.078;79.796.392;;Union Bank;;Permanent;
8a858f005cc5df15015cc5eb75d00970;19/10/1981;41;Savings;33.609.374;65.810.997;;Stanbic IBTC;;Permanent;
8a858f375b493337015b522f73813498;14/01/1986;36;Savings;39.375.032;74.211.922;;Access Bank;;Permanent;
8a858f005b396e23015b397ce2dc1159;26/12/1980;42;Savings;56.327.439;63.384.584;;GT Bank;;;
8a858f045556eaa401556dd7346663fc;28/09/1983;39;Other;35.817.836;64.747.637;;GT Bank;;Permanent;
8a858e6c5c88d145015ca0b1c8b17bd8;21/07/1979;43;Savings;32.458.889;65.583.566;;GT Bank;;;
8a858fd05bfd7d3c015c0cc8a1a86a92;23/10/1982;40;Savings;74.544.065;90.651.996;;Skye Bank;;Permanent;
8a858e36590808e3015917a6dae57137;27/07/1987;35;Savings;33.003.792;65.323.866;;Access Bank;;;
8a858e9d5bfd7037015c02983b964527;03/05/1986;36;Savings;38.649.797;73.274.142;;GT Bank;;Permanent;
8a858f78550ba1040155110cdacd015f;22/12/1986;36;Other;73.519.696;89.858.191;;Diamond Bank;;Permanent;
8a858f8f5bfd3cfa015c0cec47c055f1;15/04/1984;38;Savings;33.371.532;71.329.181;;Zenith Bank;;Permanent;
8a858fab5cd5e1a7015cdc164d57632a;24/01/1979;43;Savings;57.207.912;55.235.132;;Access Bank;;Permanent;
8a8588ae53f1cb7c0153ffc5afb330b0;20/10/1986;36;Savings;57.610.891;55.473.634;;GT Bank;;Permanent;Graduate
8a858e36590808e30159431352ef5f7d;23/10/1982;40;Savings;38.179.667;73.668.617;;GT Bank;;Permanent;
8a858ed55bafadc7015bafae85d5004d;25/02/1988;34;Savings;74.941.013;55.335.544;;Diamond Bank;;;
8a858fc15b68ba6a015b7765e93d54fa;22/03/1978;44;Savings;33.900.772;65.947.467;;Zenith Bank;;Permanent;
8a858ff25c88461c015c88c3646d40ea;16/10/1986;36;Savings;34.169.217;64.234.658;;Diamond Bank;;Permanent;
8a858e495bf8527e015bfc8aea892236;19/09/1980;42;Savings;33.151.281;66.115.794;;Zenith Bank;;Permanent;
8a858ee05a6b7d75015a6eda09eb0502;27/05/1982;40;Savings;68.249.778;61.117.855;;GT Bank;;Permanent;
8a858f7d5a5bd94e015a5fbe42b84f0a;12/01/1984;38;Savings;64.268.723;79.249.657;;GT Bank;;Permanent;
8a858e9156e137c601570b2f414c4258;20/03/1993;29;Other;66.990.933;78.006.767;;First Bank;;Permanent;
8a858f2b5c11cabe015c126b987e58b7;21/02/1984;38;Savings;33.203.505;65.779.828;;Stanbic IBTC;;Permanent;
8a858fde56eb02280156f97f777e7683;28/03/1984;38;Other;33.409.943;65.381.707;;First Bank;;Permanent;
8a858ff8582fcb8601583e9ee74e1732;04/11/1982;40;Other;32.858.505;65.867.365;;GT Bank;;Self-Employed;
8a858f3d5add42e2015ae1afc0810894;22/02/1987;35;Savings;70.394.242;48.440.229;;Access Bank;;;
8a858fc95ce99dd6015ced741b3773dd;26/05/1984;38;Savings;3.385.035;64.802.509;;Zenith Bank;;Permanent;
8a858e9b5a61655b015a61e631833c3e;26/03/1983;39;Savings;31.210.463;64.962.423;;Access Bank;;;
8a858eb95591bf00015598cf72920b31;05/05/1988;34;Savings;45.738.883;84.865.178;;Zenith Bank;;Permanent;
8a8588f5542eb0d4015436389126718b;17/07/1985;37;Other;46.029.165;84.314.684;;GT Bank;;Permanent;
8a858e69566ae5b8015690272e3553fa;27/11/1963;59;Other;39.143.303;7.481.003;;Access Bank;;Self-Employed;
8a858fc35b347bd4015b34bbb0e15271;25/11/1995;27;Savings;792.478;50.459.417;;Union Bank;;Student;
8a858f155cee6b2a015cee768c910880;13/11/1985;37;Savings;33.311.283;64.412.917;;Fidelity Bank;;Permanent;
8a858fbd5cd6054a015ce63fd2ae1580;03/01/1982;40;Savings;38.947.718;73.382.038;;GT Bank;;Permanent;
8a858e1a5bd8a6ae015bd8fee0f624a8;10/10/1984;38;Savings;74.443.892;104.649.699;;UBA;;Permanent;
8a858ee0560bc07701560e3c10544572;01/06/1992;30;Other;32.939.028;64.679.052;;Zenith Bank;;Unemployed;
8a858fed5a28bf0e015a2a1969814dc1;08/01/1990;32;Savings;3.369.265;664.038;;Access Bank;;Permanent;
8a858f5d5d56884c015d5a21e575563a;10/05/1993;29;Savings;33.088.351;65.273.402;;Access Bank;;Permanent;
8a858eed5756fb0e01575e24e900478d;15/03/1984;38;Savings;75.819.712;64.774.543;;Diamond Bank;;Permanent;
8a858f715d18a4cd015d18bdc15a0f9b;14/08/1965;57;Savings;46.040.988;84.919.308;;Access Bank;;;
8a858e1158dc4d830158fabcf67068d0;04/05/1993;29;Savings;33.801.615;65.318.995;;Access Bank;;;
8a858f0056b7cf8e0156b85b93c039aa;23/03/1973;49;Other;74.244.468;105.163.876;;UBA;;Self-Employed;
8a858fb95a951d1a015a99d458d711c8;07/04/1988;34;Savings;34.363.566;6.808.736;;Access Bank;RCCG CAMP;Permanent;Graduate
8a85886f54517ee0015458b911ab289c;30/08/1994;28;Other;3.297.195;66.650.561;;GT Bank;;Permanent;Graduate
8a858eba5c884d2a015c8d36d3fd0056;06/04/1982;40;Savings;85.612.303;11.934.065;;First Bank;;Permanent;
8a858fd75cac5e18015cb07b3ed40e81;03/11/1975;47;Savings;33.487.195;6.634.073;;Zenith Bank;;;
8a858f085b494826015b49a5957a252e;26/03/1980;42;Savings;33.538.795;66.203.016;;GT Bank;;Permanent;
8a858f585cf9d48b015d07dbb8c03999;03/09/1982;40;Savings;33.387.893;64.807.112;;GT Bank;;Permanent;
8a858f375b493337015b52c1cd713ff0;10/05/1970;52;Savings;35.851.225;64.705.993;;GT Bank;;;
8a858e8d56b784480156c74508a36a02;06/05/1989;33;Other;33.185.896;71.118.325;;UBA;;Student;
8a858f0c5cc68025015cc6e912161dc0;16/11/1984;38;Savings;3.961.851;74.074.347;;GT Bank;;;
8a858f995c5fa060015c5faa880403a0;05/07/1983;39;Savings;33.318.086;64.806.012;;Fidelity Bank;;Permanent;
8a858ff05b1ac77f015b1b0ea58735c2;28/05/1981;41;Savings;69.839.517;48.717.733;;Fidelity Bank;;;
8a858e395cb1d4d9015cbd121e2a20c7;27/01/1990;32;Savings;33.513.288;71.764.583;;First Bank;;;
8a85893d53f104eb015410ce1d262cdd;14/11/1986;36;Savings;69.593.312;48.262.981;;GT Bank;;Permanent;
8a858e585693982b015699e7c57e03e2;29/11/1973;49;Other;3.358.208;6.617.407;;Skye Bank;;Permanent;
8a858f255cb1710a015cc086cdf573fc;16/09/1979;43;Savings;40.094.395;74.217.567;;First Bank;;;
8a858e885b68546c015b757f4a705633;15/08/1986;36;Savings;69.865.225;48.942.782;;GT Bank;;;
8a858f2d5aeb9c48015aebefa3c75288;30/08/1983;39;Savings;75.059.428;9.041.285;;Zenith Bank;;;
8a858fb15b34a708015b361f8b9921bd;27/03/1978;44;Savings;33.786.761;65.250.458;;Stanbic IBTC;;Permanent;
8a858ea15c884829015c8c27adb903b4;06/02/1989;33;Savings;33.484.947;66.423.647;;Stanbic IBTC;;Permanent;
8a8589f35451855401546bca9c952edb;30/12/1980;42;Savings;38.850.176;73.827.306;;UBA;;Self-Employed;
8a858e205c21d53a015c237cb6fd1fe7;17/04/1991;31;Savings;33.793.632;65.491.818;;First Bank;;Permanent;
8a858fda56562f8f01566548972d1c9c;27/11/1985;37;Other;38.981.152;74.185.818;;GT Bank;;Permanent;
8a858ee45a22cbec015a23e5a4020a26;07/03/1994;28;Savings;69.224.228;48.746.468;;Stanbic IBTC;;Permanent;
8a858f6c570f2d6601572a4acffc221f;09/07/1991;31;Other;32.911.796;66.543.793;;GT Bank;;Permanent;
8a858f0b5c595029015c598f160d2495;07/07/1987;35;Savings;45.962.389;84.728.008;;First Bank;;Permanent;
